User_ID,Var1,Age
20080831589,A,30-40
20080831590,C,40-50
20080831591,A,
20080831592,F,40-50
20080831593,A,50-60
20080831594,A,
20080831595,A,
20080831596,A,
20080831597,C,50-60
20080831598,A,
20080831599,A,
20080831600,A,30-40
20080831601,B,
20080831602,B,
20080831603,A,40-50
20080831604,A,40-50
20080831605,B,20-30
20080831606,D,
20080831607,NA,Less tha 15
20080831608,B,30-40
20080831609,A,20-30
20080831610,A,
20080831611,A,30-40
20080831612,E,30-40
20080831613,A,30-40
20080831614,A,
20080831615,A,
20080831616,A,
20080831617,Other,20-30
20080831618,A,
20080831619,B,20-30
20080831620,NA,
20080831621,A,
20080831622,A,
20080831623,A,
20080831624,A,20-30
20080831625,A,
20080831626,B,15-20
20080831627,A,20-30
20080831628,P,40-50
20080831629,A,
20080831630,A,
20080831631,A,More than 70
20080831632,A,
20080831633,A,20-30
20080831634,A,
20080831635,B,30-40
20080831636,A,
20080831637,A,20-30
20080831638,A,50-60
20080831639,A,
20080831640,A,20-30
20080831641,A,40-50
20080831642,A,20-30
20080831643,A,
20080831644,A,20-30
20080831645,A,30-40
20080831646,Other,20-30
20080831647,A,20-30
20080831648,A,
20080831649,A,
20080831650,A,60-70
20080831651,Other,
20080831652,A,20-30
20080831653,A,20-30
20080831654,A,
20080831655,A,
20080831656,D,20-30
20080831657,A,20-30
20080831658,A,15-20
20080831659,NA,
20080831660,B,20-30
20080831661,B,15-20
20080831662,A,
20080831663,A,30-40
20080831664,A,30-40
20080831665,O,30-40
20080831666,A,40-50
20080831667,A,20-30
20080831668,A,20-30
20080831669,A,20-30
20080831670,A,
20080831671,O,30-40
20080831672,A,15-20
20080831673,A,
20080831674,B,40-50
20080831675,A,20-30
20080831676,B,30-40
20080831677,B,20-30
20080831678,C,20-30
20080831679,U,20-30
20080831680,C,20-30
20080831681,Q,20-30
20080831682,R,
20080831683,B,20-30
20080831684,Q,20-30
20080831685,M,30-40
20080831686,B,20-30
20080831687,R,15-20
20080831688,Q,20-30
20080831689,A,30-40
20080831690,Q,20-30
20080831691,B,20-30
20080831692,A,20-30
20080831693,A,60-70
20080831694,A,Less tha 15
20080831695,A,
20080831696,A,30-40
20080831697,U,20-30
20080831698,A,20-30
20080831699,A,40-50
20080831700,B,
20080831701,B,
20080831702,A,30-40
20080831703,B,50-60
20080831704,A,30-40
20080831705,A,40-50
20080831706,A,More than 70
20080831707,A,50-60
20080831708,A,20-30
20080831709,A,50-60
20080831710,A,
20080831711,B,30-40
20080831712,B,20-30
20080831713,B,30-40
20080831714,J,
20080831715,F,
20080831716,A,50-60
20080831717,A,40-50
20080831718,A,30-40
20080831719,A,
20080831720,A,20-30
20080831721,A,20-30
20080831722,A,
20080831723,A,
20080831724,A,40-50
20080831725,B,
20080831726,A,
20080831727,A,
20080831728,A,40-50
20080831729,A,40-50
20080831730,A,
20080831731,A,
20080831732,A,40-50
20080831733,A,20-30
20080831734,B,
20080831735,A,15-20
20080831736,A,30-40
20080831737,A,15-20
20080831738,B,
20080831739,A,
20080831740,A,
20080831741,A,
20080831742,A,
20080831743,B,More than 70
20080831744,A,
20080831745,A,30-40
20080831746,C,20-30
20080831747,D,30-40
20080831748,A,30-40
20080831749,A,
20080831750,A,
20080831751,A,40-50
20080831752,A,15-20
20080831753,A,20-30
20080831754,A,50-60
20080831755,A,
20080831756,A,15-20
20080831757,A,
20080831758,A,30-40
20080831759,A,20-30
20080831760,A,
20080831761,A,30-40
20080831762,A,30-40
20080831763,A,
20080831764,A,30-40
20080831765,A,
20080831766,A,20-30
20080831767,A,20-30
20080831768,A,40-50
20080831769,D,
20080831770,A,20-30
20080831771,A,30-40
20080831772,A,40-50
20080831773,B,
20080831774,C,30-40
20080831775,A,
20080831776,B,
20080831777,A,50-60
20080831778,A,50-60
20080831779,A,20-30
20080831780,A,
20080831781,A,20-30
20080831782,A,30-40
20080831783,A,20-30
20080831784,A,20-30
20080831785,A,
20080831786,A,30-40
20080831787,B,
20080831788,A,50-60
20080831789,A,30-40
20080831790,A,60-70
20080831791,D,
20080831792,F,15-20
20080831793,A,15-20
20080831794,B,
20080831795,T,30-40
20080831796,A,40-50
20080831797,A,30-40
20080831798,A,30-40
20080831799,A,
20080831800,A,
20080831801,A,30-40
20080831802,A,30-40
20080831803,A,
20080831804,G,30-40
20080831805,B,40-50
20080831806,A,
20080831807,A,15-20
20080831808,Q,20-30
20080831809,A,20-30
20080831810,A,20-30
20080831811,A,20-30
20080831812,A,15-20
20080831813,A,
20080831814,A,15-20
20080831815,D,60-70
20080831816,A,20-30
20080831817,A,15-20
20080831818,B,15-20
20080831819,A,
20080831820,A,20-30
20080831821,A,
20080831822,A,
20080831823,A,15-20
20080831824,L,30-40
20080831825,A,20-30
20080831826,A,
20080831827,A,15-20
20080831828,A,20-30
20080831829,A,20-30
20080831830,A,
20080831831,A,40-50
20080831832,A,20-30
20080831833,A,
20080831834,J,40-50
20080831835,D,20-30
20080831836,A,20-30
20080831837,B,
20080831838,F,30-40
20080831839,A,40-50
20080831840,B,30-40
20080831841,D,30-40
20080831842,A,50-60
20080831843,A,60-70
20080831844,F,
20080831845,B,
20080831846,A,
20080831847,A,
20080831848,A,
20080831849,I,20-30
20080831850,B,
20080831851,A,60-70
20080831852,A,
20080831853,B,
20080831854,B,50-60
20080831855,A,20-30
20080831856,B,
20080831857,A,40-50
20080831858,B,
20080831859,A,40-50
20080831860,A,40-50
20080831861,B,60-70
20080831862,F,20-30
20080831863,A,20-30
20080831864,F,
20080831865,B,30-40
20080831866,NA,50-60
20080831867,NA,
20080831868,A,
20080831869,A,30-40
20080831870,A,40-50
20080831871,A,15-20
20080831872,A,
20080831873,B,20-30
20080831874,B,50-60
20080831875,A,
20080831876,B,
20080831877,B,
20080831878,B,60-70
20080831879,A,40-50
20080831880,B,
20080831881,A,30-40
20080831882,A,30-40
20080831883,A,60-70
20080831884,A,20-30
20080831885,A,20-30
20080831886,B,
20080831887,A,20-30
20080831888,A,30-40
20080831889,A,30-40
20080831890,A,
20080831891,A,30-40
20080831892,A,
20080831893,C,30-40
20080831894,A,40-50
20080831895,NA,30-40
20080831896,A,
20080831897,A,30-40
20080831898,B,60-70
20080831899,A,
20080831900,A,
20080831901,A,20-30
20080831902,A,40-50
20080831903,A,
20080831904,A,
20080831905,A,50-60
20080831906,A,
20080831907,A,
20080831908,A,20-30
20080831909,NA,
20080831910,A,
20080831911,A,
20080831912,A,40-50
20080831913,A,15-20
20080831914,F,15-20
20080831915,A,
20080831916,A,
20080831917,A,40-50
20080831918,A,
20080831919,A,60-70
20080831920,A,30-40
20080831921,A,
20080831922,B,
20080831923,A,40-50
20080831924,NA,
20080831925,F,50-60
20080831926,A,
20080831927,B,
20080831928,A,
20080831929,Other,30-40
20080831930,A,
20080831931,A,40-50
20080831932,A,
20080831933,B,30-40
20080831934,B,60-70
20080831935,A,
20080831936,NA,30-40
20080831937,A,50-60
20080831938,A,20-30
20080831939,A,50-60
20080831940,A,50-60
20080831941,A,30-40
20080831942,A,
20080831943,NA,50-60
20080831944,A,20-30
20080831945,A,40-50
20080831946,A,
20080831947,A,
20080831948,A,
20080831949,A,20-30
20080831950,A,
20080831951,A,40-50
20080831952,A,40-50
20080831953,A,
20080831954,B,15-20
20080831955,B,
20080831956,B,40-50
20080831957,A,40-50
20080831958,B,
20080831959,A,Less tha 15
20080831960,A,50-60
20080831961,A,30-40
20080831962,A,
20080831963,A,
20080831964,A,More than 70
20080831965,A,
20080831966,B,20-30
20080831967,A,
20080831968,A,
20080831969,A,15-20
20080831970,A,
20080831971,A,
20080831972,A,
20080831973,A,30-40
20080831974,A,
20080831975,A,
20080831976,A,20-30
20080831977,A,40-50
20080831978,A,40-50
20080831979,A,
20080831980,NA,
20080831981,A,40-50
20080831982,F,30-40
20080831983,A,
20080831984,A,40-50
20080831985,D,
20080831986,F,20-30
20080831987,A,
20080831988,A,30-40
20080831989,A,30-40
20080831990,A,50-60
20080831991,A,More than 70
20080831992,I,30-40
20080831993,A,30-40
20080831994,A,40-50
20080831995,A,30-40
20080831996,A,
20080831997,B,
20080831998,A,
20080831999,B,
20080832000,D,30-40
20080832001,A,
20080832002,A,30-40
20080832003,B,
20080832004,A,
20080832005,A,
20080832006,A,
20080832007,A,
20080832008,B,40-50
20080832009,A,
20080832010,A,50-60
20080832011,A,30-40
20080832012,A,50-60
20080832013,A,More than 70
20080832014,NA,
20080832015,A,50-60
20080832016,A,50-60
20080832017,A,50-60
20080832018,A,
20080832019,A,
20080832020,A,20-30
20080832021,A,
20080832022,A,30-40
20080832023,A,
20080832024,A,20-30
20080832025,A,More than 70
20080832026,A,40-50
20080832027,A,60-70
20080832028,A,30-40
20080832029,A,30-40
20080832030,B,30-40
20080832031,A,20-30
20080832032,A,30-40
20080832033,A,30-40
20080832034,A,20-30
20080832035,A,30-40
20080832036,A,40-50
20080832037,B,50-60
20080832038,A,Less tha 15
20080832039,A,30-40
20080832040,NA,
20080832041,A,
20080832042,B,
20080832043,A,30-40
20080832044,B,20-30
20080832045,A,
20080832046,A,30-40
20080832047,A,
20080832048,A,
20080832049,B,
20080832050,A,
20080832051,A,20-30
20080832052,A,
20080832053,A,20-30
20080832054,A,30-40
20080832055,B,
20080832056,A,40-50
20080832057,A,
20080832058,B,40-50
20080832059,B,50-60
20080832060,A,30-40
20080832061,B,
20080832062,A,30-40
20080832063,A,
20080832064,A,
20080832065,A,30-40
20080832066,B,30-40
20080832067,F,30-40
20080832068,A,20-30
20080832069,A,
20080832070,D,20-30
20080832071,A,
20080832072,A,40-50
20080832073,A,
20080832074,A,
20080832075,A,
20080832076,A,
20080832077,A,40-50
20080832078,NA,
20080832079,A,30-40
20080832080,A,30-40
20080832081,Other,50-60
20080832082,C,30-40
20080832083,A,50-60
20080832084,B,50-60
20080832085,A,30-40
20080832086,A,30-40
20080832087,C,
20080832088,A,40-50
20080832089,A,40-50
20080832090,B,20-30
20080832091,A,50-60
20080832092,B,
20080832093,A,
20080832094,A,
20080832095,A,
20080832096,A,
20080832097,A,50-60
20080832098,A,
20080832099,A,
20080832100,A,30-40
20080832101,Other,
20080832102,A,20-30
20080832103,A,
20080832104,A,30-40
20080832105,A,30-40
20080832106,A,50-60
20080832107,A,
20080832108,B,
20080832109,A,
20080832110,A,
20080832111,A,30-40
20080832112,A,
20080832113,A,
20080832114,A,
20080832115,A,
20080832116,A,
20080832117,A,
20080832118,V,40-50
20080832119,A,15-20
20080832120,A,
20080832121,A,50-60
20080832122,A,
20080832123,A,30-40
20080832124,A,
20080832125,A,50-60
20080832126,A,
20080832127,A,50-60
20080832128,A,
20080832129,B,
20080832130,A,
20080832131,B,40-50
20080832132,A,
20080832133,A,
20080832134,A,
20080832135,A,
20080832136,B,60-70
20080832137,A,
20080832138,A,20-30
20080832139,D,50-60
20080832140,A,
20080832141,A,
20080832142,A,20-30
20080832143,A,60-70
20080832144,A,20-30
20080832145,A,60-70
20080832146,A,
20080832147,A,30-40
20080832148,A,
20080832149,A,30-40
20080832150,A,50-60
20080832151,A,30-40
20080832152,A,40-50
20080832153,A,
20080832154,A,
20080832155,A,50-60
20080832156,A,20-30
20080832157,A,20-30
20080832158,A,50-60
20080832159,A,40-50
20080832160,A,40-50
20080832161,A,
20080832162,A,
20080832163,A,15-20
20080832164,A,50-60
20080832165,A,
20080832166,B,
20080832167,G,30-40
20080832168,NA,60-70
20080832169,A,50-60
20080832170,A,
20080832171,G,40-50
20080832172,A,
20080832173,A,30-40
20080832174,A,
20080832175,A,20-30
20080832176,B,50-60
20080832177,B,
20080832178,A,30-40
20080832179,A,40-50
20080832180,A,
20080832181,A,60-70
20080832182,B,
20080832183,A,
20080832184,A,20-30
20080832185,A,50-60
20080832186,A,
20080832187,A,
20080832188,B,
20080832189,B,20-30
20080832190,A,20-30
20080832191,A,30-40
20080832192,B,
20080832193,A,
20080832194,A,
20080832195,A,
20080832196,A,30-40
20080832197,B,50-60
20080832198,A,40-50
20080832199,NA,20-30
20080832200,A,
20080832201,A,40-50
20080832202,A,50-60
20080832203,A,
20080832204,A,20-30
20080832205,A,40-50
20080832206,A,
20080832207,A,
20080832208,A,30-40
20080832209,A,30-40
20080832210,A,30-40
20080832211,A,
20080832212,L,20-30
20080832213,A,20-30
20080832214,E,
20080832215,G,20-30
20080832216,A,
20080832217,B,
20080832218,B,
20080832219,O,
20080832220,A,
20080832221,A,15-20
20080832222,A,40-50
20080832223,A,More than 70
20080832224,Other,60-70
20080832225,E,20-30
20080832226,F,30-40
20080832227,A,
20080832228,A,
20080832229,A,
20080832230,A,
20080832231,A,20-30
20080832232,NA,20-30
20080832233,A,50-60
20080832234,A,20-30
20080832235,A,
20080832236,Other,
20080832237,A,30-40
20080832238,A,20-30
20080832239,A,
20080832240,A,
20080832241,A,
20080832242,A,20-30
20080832243,B,30-40
20080832244,A,
20080832245,A,30-40
20080832246,A,
20080832247,A,
20080832248,B,
20080832249,A,
20080832250,NA,20-30
20080832251,A,
20080832252,A,
20080832253,A,20-30
20080832254,A,
20080832255,A,
20080832256,A,
20080832257,A,30-40
20080832258,D,30-40
20080832259,A,
20080832260,A,50-60
20080832261,B,20-30
20080832262,A,30-40
20080832263,K,30-40
20080832264,B,More than 70
20080832265,A,20-30
20080832266,A,20-30
20080832267,NA,
20080832268,A,
20080832269,A,60-70
20080832270,A,30-40
20080832271,A,
20080832272,A,60-70
20080832273,B,40-50
20080832274,A,50-60
20080832275,A,40-50
20080832276,A,30-40
20080832277,A,50-60
20080832278,A,
20080832279,A,
20080832280,A,
20080832281,A,
20080832282,Other,
20080832283,A,
20080832284,A,20-30
20080832285,A,
20080832286,A,
20080832287,A,
20080832288,A,30-40
20080832289,A,
20080832290,A,40-50
20080832291,NA,
20080832292,A,
20080832293,B,
20080832294,A,
20080832295,A,40-50
20080832296,B,20-30
20080832297,A,30-40
20080832298,B,
20080832299,A,30-40
20080832300,A,30-40
20080832301,A,
20080832302,A,
20080832303,A,30-40
20080832304,B,30-40
20080832305,A,More than 70
20080832306,A,50-60
20080832307,A,30-40
20080832308,A,30-40
20080832309,A,
20080832310,A,
20080832311,A,
20080832312,A,
20080832313,A,30-40
20080832314,A,50-60
20080832315,A,
20080832316,A,
20080832317,A,
20080832318,C,
20080832319,A,20-30
20080832320,A,40-50
20080832321,A,More than 70
20080832322,A,
20080832323,A,Less tha 15
20080832324,A,40-50
20080832325,A,50-60
20080832326,A,
20080832327,A,20-30
20080832328,A,15-20
20080832329,A,
20080832330,A,
20080832331,NA,
20080832332,A,40-50
20080832333,A,20-30
20080832334,A,30-40
20080832335,A,
20080832336,A,50-60
20080832337,B,40-50
20080832338,A,30-40
20080832339,D,40-50
20080832340,B,50-60
20080832341,NA,
20080832342,Other,30-40
20080832343,A,50-60
20080832344,A,
20080832345,A,30-40
20080832346,A,
20080832347,F,20-30
20080832348,B,20-30
20080832349,A,20-30
20080832350,A,40-50
20080832351,A,
20080832352,A,
20080832353,A,40-50
20080832354,A,30-40
20080832355,A,More than 70
20080832356,A,
20080832357,A,
20080832358,A,
20080832359,A,40-50
20080832360,A,
20080832361,A,
20080832362,A,30-40
20080832363,A,
20080832364,A,
20080832365,A,
20080832366,A,
20080832367,A,30-40
20080832368,A,60-70
20080832369,A,
20080832370,A,
20080832371,A,40-50
20080832372,A,
20080832373,A,30-40
20080832374,A,
20080832375,A,20-30
20080832376,A,30-40
20080832377,A,30-40
20080832378,A,30-40
20080832379,A,
20080832380,A,40-50
20080832381,B,
20080832382,A,
20080832383,NA,
20080832384,A,
20080832385,A,30-40
20080832386,B,60-70
20080832387,A,50-60
20080832388,A,50-60
20080832389,A,
20080832390,A,
20080832391,A,15-20
20080832392,A,
20080832393,A,40-50
20080832394,A,40-50
20080832395,A,
20080832396,A,40-50
20080832397,A,
20080832398,Other,
20080832399,A,40-50
20080832400,B,30-40
20080832401,A,50-60
20080832402,A,50-60
20080832403,A,15-20
20080832404,A,
20080832405,A,
20080832406,A,60-70
20080832407,A,
20080832408,A,30-40
20080832409,A,30-40
20080832410,A,20-30
20080832411,A,
20080832412,A,15-20
20080832413,A,
20080832414,A,50-60
20080832415,A,30-40
20080832416,A,40-50
20080832417,A,30-40
20080832418,A,20-30
20080832419,A,30-40
20080832420,A,
20080832421,A,50-60
20080832422,A,
20080832423,A,30-40
20080832424,A,
20080832425,D,
20080832426,A,
20080832427,B,20-30
20080832428,A,
20080832429,B,
20080832430,A,
20080832431,A,60-70
20080832432,B,
20080832433,A,50-60
20080832434,A,40-50
20080832435,B,
20080832436,A,40-50
20080832437,NA,
20080832438,A,20-30
20080832439,A,
20080832440,B,
20080832441,B,50-60
20080832442,A,
20080832443,A,
20080832444,A,20-30
20080832445,F,30-40
20080832446,A,
20080832447,A,60-70
20080832448,A,20-30
20080832449,B,
20080832450,A,40-50
20080832451,A,20-30
20080832452,B,20-30
20080832453,B,15-20
20080832454,A,
20080832455,D,30-40
20080832456,A,
20080832457,A,20-30
20080832458,A,
20080832459,A,
20080832460,A,30-40
20080832461,B,20-30
20080832462,A,
20080832463,A,
20080832464,B,30-40
20080832465,A,40-50
20080832466,A,
20080832467,B,30-40
20080832468,A,30-40
20080832469,A,
20080832470,B,
20080832471,B,30-40
20080832472,NA,
20080832473,A,50-60
20080832474,A,
20080832475,A,
20080832476,A,
20080832477,B,
20080832478,A,
20080832479,A,
20080832480,A,50-60
20080832481,A,
20080832482,K,50-60
20080832483,A,
20080832484,A,30-40
20080832485,A,20-30
20080832486,B,
20080832487,B,30-40
20080832488,A,40-50
20080832489,A,
20080832490,A,15-20
20080832491,A,
20080832492,A,
20080832493,A,
20080832494,A,50-60
20080832495,A,50-60
20080832496,A,20-30
20080832497,B,40-50
20080832498,A,
20080832499,A,
20080832500,A,More than 70
20080832501,B,
20080832502,B,40-50
20080832503,A,20-30
20080832504,A,30-40
20080832505,A,
20080832506,A,
20080832507,A,50-60
20080832508,A,20-30
20080832509,A,20-30
20080832510,K,
20080832511,A,
20080832512,B,40-50
20080832513,A,20-30
20080832514,A,30-40
20080832515,A,
20080832516,A,30-40
20080832517,A,20-30
20080832518,A,
20080832519,A,
20080832520,A,40-50
20080832521,B,
20080832522,A,
20080832523,A,40-50
20080832524,B,30-40
20080832525,A,
20080832526,A,40-50
20080832527,A,
20080832528,B,
20080832529,N,15-20
20080832530,G,
20080832531,A,30-40
20080832532,A,20-30
20080832533,A,
20080832534,A,
20080832535,A,
20080832536,B,40-50
20080832537,A,
20080832538,A,30-40
20080832539,B,40-50
20080832540,A,
20080832541,A,60-70
20080832542,A,
20080832543,NA,
20080832544,A,30-40
20080832545,B,
20080832546,A,
20080832547,A,
20080832548,A,
20080832549,A,30-40
20080832550,NA,40-50
20080832551,A,30-40
20080832552,A,
20080832553,B,
20080832554,A,
20080832555,A,
20080832556,A,
20080832557,B,60-70
20080832558,A,40-50
20080832559,A,60-70
20080832560,A,
20080832561,A,60-70
20080832562,A,20-30
20080832563,A,50-60
20080832564,A,50-60
20080832565,A,30-40
20080832566,A,20-30
20080832567,A,
20080832568,A,
20080832569,A,40-50
20080832570,A,
20080832571,A,30-40
20080832572,A,
20080832573,A,30-40
20080832574,A,60-70
20080832575,A,
20080832576,B,
20080832577,A,30-40
20080832578,A,20-30
20080832579,A,
20080832580,NA,
20080832581,A,30-40
20080832582,A,
20080832583,A,50-60
20080832584,A,
20080832585,A,
20080832586,A,
20080832587,A,30-40
20080832588,A,
20080832589,A,
20080832590,NA,50-60
20080832591,A,50-60
20080832592,A,50-60
20080832593,A,
20080832594,A,
20080832595,A,30-40
20080832596,A,
20080832597,A,
20080832598,A,40-50
20080832599,A,
20080832600,A,50-60
20080832601,A,
20080832602,A,50-60
20080832603,A,
20080832604,A,
20080832605,A,30-40
20080832606,B,
20080832607,A,
20080832608,A,30-40
20080832609,A,30-40
20080832610,A,30-40
20080832611,A,
20080832612,A,40-50
20080832613,A,50-60
20080832614,A,40-50
20080832615,NA,
20080832616,A,50-60
20080832617,A,
20080832618,A,Less tha 15
20080832619,A,
20080832620,B,20-30
20080832621,A,30-40
20080832622,A,Less tha 15
20080832623,A,
20080832624,A,20-30
20080832625,A,15-20
20080832626,A,Less tha 15
20080832627,A,20-30
20080832628,A,Less tha 15
20080832629,A,Less tha 15
20080832630,A,20-30
20080832631,A,20-30
20080832632,A,Less tha 15
20080832633,A,30-40
20080832634,A,30-40
20080832635,B,30-40
20080832636,A,
20080832637,A,Less tha 15
20080832638,A,30-40
20080832639,A,
20080832640,A,40-50
20080832641,A,15-20
20080832642,A,
20080832643,A,30-40
20080832644,A,
20080832645,A,50-60
20080832646,A,
20080832647,A,50-60
20080832648,A,Less tha 15
20080832649,A,20-30
20080832650,A,
20080832651,A,50-60
20080832652,A,Less tha 15
20080832653,B,40-50
20080832654,A,40-50
20080832655,A,
20080832656,A,
20080832657,A,20-30
20080832658,A,40-50
20080832659,A,Less tha 15
20080832660,A,Less tha 15
20080832661,A,
20080832662,D,40-50
20080832663,A,40-50
20080832664,A,30-40
20080832665,B,
20080832666,A,
20080832667,A,50-60
20080832668,Other,20-30
20080832669,A,40-50
20080832670,A,
20080832671,A,
20080832672,A,20-30
20080832673,A,
20080832674,A,
20080832675,NA,
20080832676,A,20-30
20080832677,A,
20080832678,F,40-50
20080832679,A,
20080832680,A,
20080832681,A,30-40
20080832682,A,50-60
20080832683,C,20-30
20080832684,A,40-50
20080832685,B,40-50
20080832686,A,
20080832687,A,
20080832688,A,40-50
20080832689,A,50-60
20080832690,A,50-60
20080832691,A,15-20
20080832692,A,50-60
20080832693,A,
20080832694,B,
20080832695,A,
20080832696,A,
20080832697,A,30-40
20080832698,A,
20080832699,A,20-30
20080832700,A,20-30
20080832701,A,40-50
20080832702,A,20-30
20080832703,B,50-60
20080832704,C,30-40
20080832705,A,
20080832706,A,
20080832707,A,30-40
20080832708,Other,20-30
20080832709,C,20-30
20080832710,A,30-40
20080832711,NA,
20080832712,A,50-60
20080832713,A,
20080832714,A,
20080832715,A,
20080832716,A,30-40
20080832717,A,
20080832718,B,50-60
20080832719,A,
20080832720,A,30-40
20080832721,A,60-70
20080832722,K,40-50
20080832723,A,30-40
20080832724,A,
20080832725,A,30-40
20080832726,A,40-50
20080832727,A,
20080832728,A,30-40
20080832729,L,15-20
20080832730,A,20-30
20080832731,A,
20080832732,A,20-30
20080832733,B,
20080832734,A,
20080832735,A,20-30
20080832736,A,50-60
20080832737,A,
20080832738,A,20-30
20080832739,B,
20080832740,K,20-30
20080832741,A,
20080832742,A,40-50
20080832743,A,
20080832744,Other,20-30
20080832745,A,20-30
20080832746,A,
20080832747,B,
20080832748,A,30-40
20080832749,A,
20080832750,B,More than 70
20080832751,Other,
20080832752,A,More than 70
20080832753,B,
20080832754,A,60-70
20080832755,A,30-40
20080832756,B,
20080832757,A,40-50
20080832758,A,20-30
20080832759,A,
20080832760,F,40-50
20080832761,F,20-30
20080832762,A,50-60
20080832763,B,40-50
20080832764,F,20-30
20080832765,NA,
20080832766,A,
20080832767,A,20-30
20080832768,A,15-20
20080832769,A,20-30
20080832770,A,
20080832771,B,50-60
20080832772,A,
20080832773,NA,
20080832774,B,30-40
20080832775,B,
20080832776,A,50-60
20080832777,B,30-40
20080832778,A,60-70
20080832779,B,20-30
20080832780,A,
20080832781,A,20-30
20080832782,B,40-50
20080832783,A,
20080832784,A,40-50
20080832785,A,30-40
20080832786,A,15-20
20080832787,B,30-40
20080832788,B,
20080832789,A,
20080832790,A,30-40
20080832791,A,20-30
20080832792,A,50-60
20080832793,B,20-30
20080832794,A,
20080832795,B,30-40
20080832796,B,
20080832797,M,40-50
20080832798,D,20-30
20080832799,A,
20080832800,A,30-40
20080832801,A,15-20
20080832802,A,40-50
20080832803,A,
20080832804,A,30-40
20080832805,K,20-30
20080832806,A,
20080832807,A,
20080832808,A,50-60
20080832809,A,30-40
20080832810,A,30-40
20080832811,A,
20080832812,A,30-40
20080832813,A,50-60
20080832814,A,20-30
20080832815,A,50-60
20080832816,A,
20080832817,A,More than 70
20080832818,A,30-40
20080832819,A,20-30
20080832820,A,20-30
20080832821,A,30-40
20080832822,A,
20080832823,B,
20080832824,NA,
20080832825,A,
20080832826,A,30-40
20080832827,A,30-40
20080832828,A,
20080832829,A,20-30
20080832830,A,
20080832831,A,
20080832832,A,15-20
20080832833,B,
20080832834,A,
20080832835,B,More than 70
20080832836,A,40-50
20080832837,A,
20080832838,B,40-50
20080832839,A,
20080832840,A,
20080832841,D,
20080832842,A,
20080832843,A,50-60
20080832844,M,60-70
20080832845,A,More than 70
20080832846,B,
20080832847,A,20-30
20080832848,B,
20080832849,B,
20080832850,A,50-60
20080832851,A,60-70
20080832852,NA,
20080832853,A,20-30
20080832854,B,
20080832855,A,
20080832856,A,20-30
20080832857,B,
20080832858,B,20-30
20080832859,NA,More than 70
20080832860,B,
20080832861,A,50-60
20080832862,B,
20080832863,B,30-40
20080832864,B,More than 70
20080832865,B,
20080832866,A,50-60
20080832867,B,
20080832868,B,
20080832869,B,
20080832870,A,20-30
20080832871,NA,
20080832872,A,50-60
20080832873,B,
20080832874,B,40-50
20080832875,A,20-30
20080832876,A,20-30
20080832877,A,30-40
20080832878,A,30-40
20080832879,A,30-40
20080832880,A,
20080832881,A,
20080832882,B,20-30
20080832883,A,
20080832884,A,30-40
20080832885,A,
20080832886,A,40-50
20080832887,A,
20080832888,A,30-40
20080832889,B,30-40
20080832890,B,40-50
20080832891,A,30-40
20080832892,A,50-60
20080832893,A,30-40
20080832894,B,20-30
20080832895,B,
20080832896,A,20-30
20080832897,NA,30-40
20080832898,B,40-50
20080832899,A,
20080832900,A,20-30
20080832901,C,40-50
20080832902,A,
20080832903,A,50-60
20080832904,B,30-40
20080832905,B,
20080832906,A,
20080832907,A,30-40
20080832908,A,30-40
20080832909,A,20-30
20080832910,D,30-40
20080832911,A,
20080832912,A,15-20
20080832913,A,30-40
20080832914,A,30-40
20080832915,A,20-30
20080832916,A,
20080832917,A,
20080832918,A,20-30
20080832919,A,
20080832920,A,
20080832921,A,60-70
20080832922,A,20-30
20080832923,A,30-40
20080832924,A,40-50
20080832925,B,40-50
20080832926,A,30-40
20080832927,A,30-40
20080832928,A,50-60
20080832929,A,30-40
20080832930,B,30-40
20080832931,A,20-30
20080832932,B,20-30
20080832933,A,20-30
20080832934,A,
20080832935,A,
20080832936,A,
20080832937,A,20-30
20080832938,A,
20080832939,A,
20080832940,NA,
20080832941,A,50-60
20080832942,A,20-30
20080832943,A,60-70
20080832944,NA,
20080832945,A,
20080832946,A,40-50
20080832947,A,30-40
20080832948,A,
20080832949,A,60-70
20080832950,A,30-40
20080832951,A,
20080832952,A,
20080832953,A,15-20
20080832954,A,20-30
20080832955,B,
20080832956,A,60-70
20080832957,A,
20080832958,A,
20080832959,A,
20080832960,A,20-30
20080832961,A,40-50
20080832962,A,More than 70
20080832963,A,20-30
20080832964,A,40-50
20080832965,A,
20080832966,B,
20080832967,A,50-60
20080832968,A,50-60
20080832969,A,20-30
20080832970,A,50-60
20080832971,A,50-60
20080832972,A,
20080832973,A,50-60
20080832974,A,50-60
20080832975,A,
20080832976,A,
20080832977,A,
20080832978,A,20-30
20080832979,A,40-50
20080832980,A,40-50
20080832981,A,
20080832982,A,30-40
20080832983,A,
20080832984,A,
20080832985,A,
20080832986,A,
20080832987,A,50-60
20080832988,A,30-40
20080832989,A,
20080832990,A,
20080832991,A,
20080832992,A,
20080832993,A,20-30
20080832994,A,
20080832995,A,
20080832996,A,20-30
20080832997,K,20-30
20080832998,A,
20080832999,A,
20080833000,A,
20080833001,NA,More than 70
20080833002,E,20-30
20080833003,NA,30-40
20080833004,A,40-50
20080833005,A,
20080833006,A,30-40
20080833007,A,30-40
20080833008,A,
20080833009,A,20-30
